
*********************************************************************

   Se leyeron los datos del archivo: ENTRADA.TXT
   Se graba la salida en el archivo: SALIDA.TXT

*********************************************************************

*****************************************************
*CASODEPRUEBAPARAELCAREMCONXENONYQUEMADO*
*****************************************************

Cálculo estático de flujo y K efectivo
BETA =  1.65

 IT  Conv Flujo    Conv Keff      Kefectivo     Sigma       Omega
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 97      COL 98      COL 99      COL 100      COL 101      COL 102      COL 103      COL 104   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 105      COL 106      COL 107      COL 108      COL 109      COL 110      COL 111      COL 112   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 113      COL 114      COL 115      COL 116      COL 117      COL 118      COL 119      COL 120   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 121      COL 122      COL 123      COL 124      COL 125      COL 126      COL 127      COL 128   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

Concentración de Xenon     Distribución espacial   T = 0.0000

      COL 1      COL 2      COL 3      COL 4      COL 5      COL 6      COL 7      COL 8   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 9      COL 10      COL 11      COL 12      COL 13      COL 14      COL 15      COL 16   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 17      COL 18      COL 19      COL 20      COL 21      COL 22      COL 23      COL 24   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 25      COL 26      COL 27      COL 28      COL 29      COL 30      COL 31      COL 32   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 33      COL 34      COL 35      COL 36      COL 37      COL 38      COL 39      COL 40   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 41      COL 42      COL 43      COL 44      COL 45      COL 46      COL 47      COL 48   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 49      COL 50      COL 51      COL 52      COL 53      COL 54      COL 55      COL 56   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15  1.3056E+15
